Misc.text,Misc.data,Misc.bss,drivers.text,drivers.data,drivers.bss,events.text,events.data,events.bss,events/equeue.text,events/equeue.data,events/equeue.bss,features/FEATURE_BLE.text,features/FEATURE_BLE.data,features/FEATURE_BLE.bss,features/FEATURE_LWIP.text,features/FEATURE_LWIP.data,features/FEATURE_LWIP.bss,hal.text,hal.data,hal.bss,platform.text,platform.data,platform.bss,rtos.text,rtos.data,rtos.bss,rtos/rtx.text,rtos/rtx.data,rtos/rtx.bss,targets/TARGET_STM.text,targets/TARGET_STM.data,targets/TARGET_STM.bss,static_ram,heap,stack,total_ram,total_flash
45517,160,11350,2755,8,156,54,0,0,1536,8,56,752,12,28,46,0,12560,818,8,0,1953,16,120,184,8,0,7166,100,8396,13694,104,1296,34386,unknown,unknown,34386,74899
